created_at,username,clip_url
2015-02-26 21:12:05.184473,rachel,http://dszi951biamkv.cloudfront.net/clips/videos/b66dddf1-1774-419d-b84c-84da35eba755/standard.mp4
2015-02-26 23:47:38.969935,jef,http://dszi951biamkv.cloudfront.net/clips/videos/e1c0d7ae-3607-45f8-963a-7b8d95a46683/standard.mp4
2015-02-26 23:48:00.773337,jef,http://dszi951biamkv.cloudfront.net/clips/videos/13899cbd-ac90-448a-baf2-e12618c74160/standard.mp4
2015-02-26 23:49:11.769577,jef,http://dszi951biamkv.cloudfront.net/clips/videos/e802e5e0-56af-467c-9e4a-a08828f76d28/standard.mp4
2015-02-26 23:49:26.342649,jef,http://dszi951biamkv.cloudfront.net/clips/videos/31002cb9-4780-4287-9e68-626d83191f37/standard.mp4
2015-02-26 23:50:01.235484,jef,http://dszi951biamkv.cloudfront.net/clips/videos/5eee0a7b-f187-4b48-8819-8bdd4d054c51/standard.mp4
2015-02-27 02:59:46.517268,farewellspaceman,http://dszi951biamkv.cloudfront.net/clips/videos/137e62e5-484f-4762-b34f-54313d079510/standard.mp4
2015-02-27 03:04:16.503086,hpmendoza,http://dszi951biamkv.cloudfront.net/clips/videos/9f784683-01ac-4432-a6b3-73eeab091dbc/standard.mp4
2015-02-27 03:26:42.648325,rachel,http://dszi951biamkv.cloudfront.net/clips/videos/7a724eca-1821-4ba4-a7a3-22578e4c267d/standard.mp4
2015-02-27 05:52:01.151033,jef,http://dszi951biamkv.cloudfront.net/clips/videos/d3ad4006-cd9d-4ab0-867d-be1f35f06dd6/standard.mp4
2015-02-27 05:56:14.391988,jef,http://dszi951biamkv.cloudfront.net/clips/videos/854a8e1d-2c2c-44cf-9804-ff6d5feb01ab/standard.mp4
2015-02-27 05:56:49.279291,jef,http://dszi951biamkv.cloudfront.net/clips/videos/cc75d7f8-acd3-497a-bdf2-239e0cb9539a/standard.mp4
2015-02-27 17:31:08.515876,jef,http://dszi951biamkv.cloudfront.net/clips/videos/737233a8-3961-4571-81ca-9fb45243d902/standard.mp4
2015-02-27 19:49:09.554508,jef,http://dszi951biamkv.cloudfront.net/clips/videos/c99127a8-cf6d-4973-9946-4615e3fc3921/standard.mp4
2015-02-27 22:14:48.017892,jef,http://dszi951biamkv.cloudfront.net/clips/videos/fbf1880d-aca4-4554-aa3e-aaef73d124f5/standard.mp4
2015-02-28 00:04:37.929257,james,http://dszi951biamkv.cloudfront.net/clips/videos/6a2687ca-ae31-4f99-bdb4-1a3c3bf62a7e/standard.mp4
2015-02-28 00:08:24.459341,james,http://dszi951biamkv.cloudfront.net/clips/videos/dfb415a7-ed7d-4922-a490-b43cb3904ba9/standard.mp4
2015-02-28 00:42:40.009321,jojo,http://dszi951biamkv.cloudfront.net/clips/videos/20d461e6-ba72-47e7-a7f7-cd5b94e2336c/standard.mp4
2015-02-28 01:52:18.884009,jef,http://dszi951biamkv.cloudfront.net/clips/videos/541e5663-8816-4865-9cac-98124929bcb4/standard.mp4
2015-02-28 01:52:52.626658,jef,http://dszi951biamkv.cloudfront.net/clips/videos/5ee6aa13-a96e-44dd-afbc-0f00d552528f/standard.mp4
